hours_since_20110102,year,month,day,temp_surface_40_47N_0_300km,temp_bottom_40_47N_50_1200m,temp_bottom_40_47N_300_500m,temp_bottom_40_47N_0_250m,temp_300_500m_40_47N_300_500m,temp_300_825m_40_47N_500m_300km,temp_1000_1200m_40_47N_1000m_300km,mld_40_47N_500m_300km,ualong_1000_1200m_40_47N_1000m_300km,ualong_surface_40_47N_0_300km,ualong_bottom_40_47N_0_250m,ucross_300_825m_40_47N_500m_300km,ucross_1000_1200m_40_47N_1000m_300km,ucross_surface_40_47N_0_300km,ucross_bottom_40_47N_0_250m
95664,2021,12,1,12.007,6.4984,6.1894,8.4407,6.2997,4.8705,3.3781,33.979,-0.00252,-0.03397,-0.0494,-0.00183,-0.00408,0.00115,0.02929
95688,2021,12,2,11.988,6.4395,6.1862,8.2913,6.296,4.8718,3.3786,34.116,0.00069,-0.04659,-0.05087,-0.00698,-0.00288,-0.03579,0.02157
95712,2021,12,3,12.014,6.4161,6.1934,8.2396,6.3054,4.8584,3.3758,31.687,-0.00513,-0.0427,-0.02616,-0.00107,-0.0012,-0.08825,0.01969
95736,2021,12,4,11.895,6.3676,6.1708,8.1404,6.2969,4.8555,3.373,33.628,-0.00544,-0.02956,-0.06043,-0.00353,-0.00236,-0.04337,0.02891
95760,2021,12,5,11.793,6.3397,6.1762,8.0559,6.3167,4.8556,3.3717,35.074,-0.00625,-0.03369,-0.02578,-0.0038,-0.00079,-0.00874,0.0086
95784,2021,12,6,11.703,6.3789,6.2375,8.0901,6.3636,4.8588,3.3712,35.77,-0.00939,-0.02031,0.04411,-0.00295,-0.0032,-0.01513,-0.00778
95808,2021,12,7,11.688,6.2929,6.2118,7.9961,6.3115,4.8445,3.3671,35.828,-0.00966,-0.00011,0.08726,-0.00482,-0.0009,0.01445,-0.02549
95832,2021,12,8,11.663,6.3381,6.2061,8.1029,6.3114,4.8439,3.3662,35.727,-0.0108,-0.04681,0.0456,-0.0005,-0.00172,0.01561,-0.00702
95856,2021,12,9,11.627,6.345,6.2229,8.1021,6.3254,4.8445,3.366,36.314,-0.011,-0.08629,0.02796,-0.00439,-0.00249,-0.03297,0.00018
95880,2021,12,10,11.519,6.3416,6.2053,8.1032,6.3243,4.8419,3.3639,37.315,-0.01584,-0.05288,0.01457,-0.00162,0.00054,0.00576,0.0012
95904,2021,12,11,11.556,6.0557,6.0658,7.5878,6.1685,4.8049,3.3568,36.165,-0.01431,-0.0679,0.02753,-0.00385,-0.00302,0.08126,-0.01545
95928,2021,12,12,11.494,6.1117,6.0863,7.728,6.1902,4.8068,3.3575,35.709,-0.00838,0.00326,0.07876,-0.00461,-0.00156,0.10069,-0.02308
95952,2021,12,13,11.39,6.2276,6.1594,7.9537,6.2421,4.8107,3.3591,35.556,-0.0098,-0.02275,0.1226,-0.00291,-0.00326,0.08449,-0.03835
95976,2021,12,14,11.244,6.3497,6.1997,8.193,6.2723,4.8124,3.3594,35.793,-0.00576,-0.00583,0.12535,-0.0041,-0.00307,0.01822,-0.02011
96000,2021,12,15,11.223,5.9752,5.9984,7.5327,6.0337,4.8044,3.3578,36.247,-0.00664,-0.02406,0.08648,-0.00546,-0.00471,0.08088,-0.02762
96024,2021,12,16,11.118,6.0534,6.0111,7.674,6.0279,4.8075,3.3595,36.256,-0.00163,0.00395,0.11419,-0.00456,-0.0038,0.0221,-0.01043
96048,2021,12,17,11.052,6.1288,6.0538,7.8007,6.0655,4.8077,3.3594,36.476,-0.00244,0.01704,0.08959,-0.00491,-0.00388,0.03398,-0.01841
96072,2021,12,18,11.012,6.1562,6.047,7.8649,6.0689,4.8081,3.3594,36.793,-0.00181,0.00246,0.05221,-0.00357,-0.00235,0.02973,-0.00727
96096,2021,12,19,10.929,6.1588,6.0286,7.8602,6.0612,4.7962,3.3559,35.883,-0.00345,0.04615,0.04719,-0.00362,-0.00248,0.0611,-0.01351
96120,2021,12,20,10.9,6.2049,6.0316,7.9545,6.0765,4.7938,3.3546,35.785,-0.00397,0.0693,0.05254,-0.00319,-0.00199,0.07095,-0.01548
96144,2021,12,21,10.903,6.2551,6.0418,8.0635,6.1,4.7897,3.3512,35.318,-0.00133,0.11245,0.03886,-0.0031,-0.00262,0.07142,-0.00802
96168,2021,12,22,10.899,6.2859,6.0589,8.1256,6.134,4.7882,3.3496,34.971,-0.00447,0.06355,0.02989,-0.00345,-0.00122,0.08532,-0.01352
96192,2021,12,23,10.985,6.3854,6.1135,8.2783,6.1829,4.7873,3.3492,33.365,-0.00443,0.00705,0.0659,-0.00308,-0.00337,0.0588,-0.01355
96216,2021,12,24,10.893,6.4371,6.1325,8.3683,6.2164,4.787,3.3481,33.734,-0.00406,-0.04356,0.07572,-0.00521,-0.00151,0.04096,-0.01719
96240,2021,12,25,10.761,6.4829,6.1489,8.4403,6.2326,4.7884,3.3482,34.796,-0.00292,-0.06787,0.07773,-0.00243,-0.00381,0.03674,-0.01034
96264,2021,12,26,10.6,6.521,6.1809,8.4725,6.2545,4.7902,3.3487,35.977,-0.00086,-0.08824,0.08255,-0.00577,-0.00325,0.0071,-0.01426
96288,2021,12,27,10.471,6.0221,5.8856,7.6229,5.9462,4.7896,3.3499,37.6,0.00026,-0.09938,0.06346,-0.00531,-0.00569,-0.01458,0.00639
96312,2021,12,28,10.3,6.0183,5.8795,7.593,5.9374,4.7888,3.3501,38.319,0.00308,-0.03258,0.04746,-0.00764,-0.00304,-0.00148,-0.01038
96336,2021,12,29,10.203,6.0375,5.9034,7.5947,5.9621,4.7921,3.3526,38.708,0.0083,0.01529,0.04752,-0.00458,-0.00757,-0.01485,0.00538
96360,2021,12,30,10.15,6.0514,5.9341,7.5815,5.9779,4.7967,3.3563,38.915,0.01599,0.01515,0.04451,-0.01284,-0.00879,-0.00541,-0.0049
96384,2021,12,31,10.075,5.4076,5.4953,6.5019,5.5791,4.7733,3.3527,39.418,0.01534,-0.04994,0.02571,-0.00625,-0.00559,-0.0124,0.00314
96408,2022,1,1,10.011,5.3783,5.4763,6.4431,5.5608,4.7723,3.3539,39.926,0.01372,0.00431,-0.01393,-0.0081,-0.00668,-0.0111,0.01069
96432,2022,1,2,9.9656,5.367,5.4851,6.4117,5.5806,4.7712,3.3533,40.388,0.01865,0.01934,-0.02488,-0.00594,-0.00557,0.05293,0.00706
96456,2022,1,3,9.958,5.4051,5.5102,6.4813,5.6162,4.7728,3.3538,40.425,0.01987,0.05541,0.03698,-0.00564,-0.00477,0.12249,-0.0353
96480,2022,1,4,9.8935,5.8109,5.6745,7.2157,5.7613,4.7977,3.3551,40.307,0.02228,0.019,0.11256,-0.00597,-0.00449,0.10963,-0.03332
96504,2022,1,5,9.853,5.9152,5.6882,7.4357,5.7815,4.7973,3.3538,39.608,0.0177,0.02392,0.07823,-0.00407,-0.00317,0.04918,-0.01328
96528,2022,1,6,9.8349,6.0081,5.7223,7.6059,5.8285,4.8003,3.3544,39.328,0.01809,0.03712,0.0893,-0.00626,-0.00618,0.0674,-0.01639
96552,2022,1,7,9.8367,6.1145,5.7499,7.8006,5.8634,4.8018,3.3541,38.011,0.02005,0.02782,0.13601,-0.00546,-0.00447,0.08196,-0.02732
96576,2022,1,8,9.923,5.8761,5.6122,7.4151,5.7318,4.806,3.352,40.048,0.01822,0.0037,0.08326,-0.00506,-0.00114,0.02236,-0.00598
96600,2022,1,9,9.8649,5.8568,5.5912,7.39,5.721,4.8076,3.352,40.956,0.01485,0.0389,0.03072,-0.00239,-0.00328,0.02595,0.00258
96624,2022,1,10,9.8911,5.8428,5.5917,7.3564,5.7263,4.8116,3.3529,41.712,0.01524,0.0656,0.02264,-0.00491,-0.00457,0.03555,-0.00091
96648,2022,1,11,9.9348,5.8406,5.6082,7.3295,5.7442,4.814,3.3533,41.249,0.0154,0.08409,0.01753,-0.00451,-0.00385,0.07973,-0.00142
96672,2022,1,12,9.8925,5.8794,5.6227,7.396,5.7623,4.8221,3.3547,37.937,0.01533,0.06179,0.04718,-0.00457,-0.00118,0.08453,-0.01144
96696,2022,1,13,9.9107,5.9027,5.6245,7.4414,5.7764,4.8234,3.3546,36.844,0.01501,0.04813,0.03224,-0.0019,-0.00379,0.07683,-0.00788
96720,2022,1,14,9.914,5.9274,5.6427,7.4899,5.7923,4.8237,3.3543,36.06,0.01612,0.01313,0.01404,-0.00333,-0.00215,0.02605,0.0009
96744,2022,1,15,9.8939,5.9198,5.6515,7.4676,5.8099,4.8235,3.3548,35.931,0.01521,0.00786,-0.00205,-0.00347,-0.0025,-0.00776,0.00569
96768,2022,1,16,9.9399,6.0557,5.7194,7.7346,5.9029,4.832,3.3557,36.878,0.01781,0.00175,-0.00808,-0.0056,-0.00322,-0.01827,0.01089
96792,2022,1,17,9.9048,6.0546,5.7354,7.7248,5.921,4.8327,3.3562,37.708,0.01512,0.00558,-0.01042,-0.00238,-0.00342,-0.01004,0.00606
96816,2022,1,18,9.8801,6.0709,5.7466,7.7524,5.9331,4.8338,3.3563,38.212,0.01673,0.00016,-0.00056,-0.00546,-0.0048,2e-05,0.00678
96840,2022,1,19,9.8742,6.1081,5.7924,7.806,5.9802,4.835,3.3565,38.265,0.01502,0.00833,0.02109,-0.0039,-0.00384,0.00663,-0.00692
96864,2022,1,20,9.9382,6.1722,5.8176,7.9243,6.023,4.8391,3.3555,39.251,0.01616,-0.00677,0.03821,-0.00596,-0.00342,0.00201,-0.00853
